repo name,repo size, repo clone url
cf-platform-eng/spring-boot-cities,1446,https://github.com/cf-platform-eng/spring-boot-cities.git
pravusid/springboot-vue.js-bbs,914,https://github.com/pravusid/springboot-vue.js-bbs.git
in28minutes/spring-complete-career-path,1274,https://github.com/in28minutes/spring-complete-career-path.git
in28minutes/BasicWebServletsIn28Minutes,2175,https://github.com/in28minutes/BasicWebServletsIn28Minutes.git
spring-petclinic/spring-framework-petclinic,1260,https://github.com/spring-petclinic/spring-framework-petclinic.git
kazuki43zoo/mybatis-spring-boot-jpetstore,2959,https://github.com/kazuki43zoo/mybatis-spring-boot-jpetstore.git
dunwu/javaweb,11846,https://github.com/dunwu/javaweb.git
zhangdaiscott/jeecg,221892,https://github.com/zhangdaiscott/jeecg.git
afimb/chouette,84132,https://github.com/afimb/chouette.git
cmazxiaoma/framework-analysis,204,https://github.com/cmazxiaoma/framework-analysis.git
msiedlarek/winthing,193,https://github.com/msiedlarek/winthing.git
sunitk/multitenancy,33,https://github.com/sunitk/multitenancy.git
yjjdick/sdb-mall,1769,https://github.com/yjjdick/sdb-mall.git
zhulinn/Online-Shopping-Store,256,https://github.com/zhulinn/Online-Shopping-Store.git
GZWgssmart/zywork,56129,https://github.com/GZWgssmart/zywork.git
vecnatechnologies/dbDiff,130,https://github.com/vecnatechnologies/dbDiff.git
eBay/DASTProxy,90718,https://github.com/eBay/DASTProxy.git
in28minutes/spring-web-services,2216,https://github.com/in28minutes/spring-web-services.git
Wasabi1234/shopping-mmall,38856,https://github.com/Wasabi1234/shopping-mmall.git
jhades/jhades,50,https://github.com/jhades/jhades.git
gavinking/query-validator,34649,https://github.com/gavinking/query-validator.git
mgtechsoftware/smockin,8104,https://github.com/mgtechsoftware/smockin.git
kawasima/enkan,1202,https://github.com/kawasima/enkan.git
dmitry-zhuravlev/jooq-postgis-spatial,33,https://github.com/dmitry-zhuravlev/jooq-postgis-spatial.git
AmirHooshangi/DTO-code-generator,611,https://github.com/AmirHooshangi/DTO-code-generator.git
jkazama/sample-boot-micro,476,https://github.com/jkazama/sample-boot-micro.git
M66B/NetGuard,24573,https://github.com/M66B/NetGuard.git
kun368/ACManager,1120,https://github.com/kun368/ACManager.git
SAP/olingo-jpa-processor-v4,11142,https://github.com/SAP/olingo-jpa-processor-v4.git
pictolearn/docker-tutorial,10840,https://github.com/pictolearn/docker-tutorial.git
fancyyawn/zhacker-sample-ovation,2418,https://github.com/fancyyawn/zhacker-sample-ovation.git
scottleedavis/mattermost-remind,434,https://github.com/scottleedavis/mattermost-remind.git
Folgerjun/various-simple-examples,51087,https://github.com/Folgerjun/various-simple-examples.git
cckevincyh/CompanyWebsite,20734,https://github.com/cckevincyh/CompanyWebsite.git
amanver16/ebooks_cheatsheets,23348533,https://github.com/amanver16/ebooks_cheatsheets.git
eclipse-ee4j/mojarra,6676,https://github.com/eclipse-ee4j/mojarra.git
adminfaces/admin-persistence,427,https://github.com/adminfaces/admin-persistence.git
colinbut/sales-order-system,426,https://github.com/colinbut/sales-order-system.git
